month,DISTRICT_FINALISED,REVENUE_CIRCLE_FINALISED,Awarded Value
2023_01,BAKSA,Barnagar (Pt),49499912.0
2023_01,CACHAR,Silchar,39852016.0
2023_01,CHIRANG,Bengtal,5000000.0
2023_01,CHIRANG,Sidli (Pt),7999000.0
2023_01,DHUBRI,Dhubri (Pt),89999836.0
2023_01,DIBRUGARH,Chabua,118541637.5
2023_01,JORHAT,Teok,15299761.0
2023_01,KAMRUP METRO,Guwahati,48792045.0
2023_01,KARIMGANJ,Badarpur,40499644.0
2023_01,KOKRAJHAR,Gossaigaon (Pt),4169348.04
2023_01,SONITPUR,Tezpur,12599978.0
2023_01,TAMULPUR,Goreswar (Pt),74678342.0
2023_01,UDALGURI,Udalguri,12099493.02
