month,DISTRICT_FINALISED,REVENUE_CIRCLE_FINALISED,Awarded Value
2020_03,BARPETA,Barpeta,79398008.04
2020_03,CACHAR,Silchar,185775717.56
2020_03,DARRANG,Mangaldoi (Pt),102249296.76
2020_03,DARRANG,Pathorighat (Pt),66430391.83
2020_03,DARRANG,Sipajhar,63368862.83
2020_03,DHEMAJI,Jonai,12336514.8
2020_03,KAMRUP METRO,Guwahati,326427616.4
2020_03,KAMRUP METRO,North Guwahati (Pt),27324047.43
2020_03,KARIMGANJ,Karimganj,48149789.6
2020_03,KOKRAJHAR,Kokrajhar (Pt),5580713.0
2020_03,MORIGAON,Marigaon,120031712.2
2020_03,NAGAON,Nagaon,123313698.19
