month,DISTRICT_FINALISED,REVENUE_CIRCLE_FINALISED,Awarded Value
2020_06,BARPETA,Barpeta,183514096.4
2020_06,BISWANATH,Biswanath,38491149.53
2020_06,CACHAR,Silchar,64129982.83
2020_06,DARRANG,Pathorighat (Pt),26784679.17
2020_06,DHUBRI,Dhubri (Pt),63580973.84
2020_06,DIBRUGARH,Dibrugarh East,117581899.5
2020_06,HAILAKANDI,Hailakandi,74710241.99
2020_06,JORHAT,Jorhat West,246923252.96
2020_06,KAMRUP METRO,Guwahati,19660231.0
2020_06,KARIMGANJ,Badarpur,110105283.92999999
2020_06,KARIMGANJ,Karimganj,542720311.2
2020_06,LAKHIMPUR,Dhakuakhana (Pt-I),32189640.15
2020_06,LAKHIMPUR,North Lakhimpur,3405385.99
2020_06,MAJULI,Majuli,47147160.65
2020_06,NAGAON,Kaliabor,10961711.0
2020_06,NAGAON,Nagaon,71470422.7
2020_06,NALBARI,Ghograpar (Pt),82785301.69
2020_06,NALBARI,Nalbari,73752954.63
2020_06,SONITPUR,Tezpur,33339054.08
