month,DISTRICT_FINALISED,REVENUE_CIRCLE_FINALISED,Awarded Value
2020_02,BAKSA,Baksa,112688153.61
2020_02,BAKSA,Barnagar (Pt),5292246.61
2020_02,BARPETA,Barpeta,337889454.59000003
2020_02,DARRANG,Sipajhar,132483521.05000001
2020_02,DIBRUGARH,Chabua,26874847.59
2020_02,DIBRUGARH,Dibrugarh East,7785440.0
2020_02,GOALPARA,Lakhipur,12076121.75
2020_02,JORHAT,Jorhat West,154683183.74
2020_02,KAMRUP,Hajo,98823079.01
2020_02,KAMRUP METRO,Guwahati,375350501.45
2020_02,KAMRUP METRO,North Guwahati (Pt),14173401.23
2020_02,KARIMGANJ,Karimganj,33038351.47
2020_02,KOKRAJHAR,Kokrajhar (Pt),12063924.8
2020_02,MORIGAON,Marigaon,16396162.32
2020_02,NAGAON,Nagaon,297145354.78
2020_02,NALBARI,Nalbari,213959215.41
2020_02,UDALGURI,Mazbat,5285943.0
2020_02,UDALGURI,Udalguri,24439870.0
