revenue_ci,district_3,object_id,district_1,revenue_cr,HQ,area,are_new,mean,count
Gossaigaon (Pt),KOKRAJHAR,101,Kokrajhar,Gossaigaon (Pt),,1068571780.0,1069,-0.021526371608864357,1201
Bhowraguri,KOKRAJHAR,102,Kokrajhar,Bhawraguri,,158892607.3,159,-0.00302301052599977,177
Dotoma,KOKRAJHAR,103,Kokrajhar,Dotoma,,303966231.6,304,0.0468065139145879,342
Kokrajhar (Pt),KOKRAJHAR,104,Kokrajhar,Kokrajhar (Pt),y,990246710.7,990,-0.011827783326844912,1110
Bagribari (Pt),KOKRAJHAR,105,Kokrajhar,Bagribari (Pt),,281011470.5,281,-0.0022178628843289444,317
Golokganj (Pt),KOKRAJHAR,106,Kokrajhar,Golokganj (Pt),,102804109.1,103,-0.015728972269141155,115
Dhubri (Pt),KOKRAJHAR,107,Kokrajhar,Dhubri (Pt),,124091385.6,124,-0.06922901698521206,140
Chapar (Pt),KOKRAJHAR,108,Kokrajhar,Chapar (Pt),,101233159.3,101,-0.054916763305664064,115
Bagribari (Pt),DHUBRI,109,Dhubri,Bagribari (Pt),,212860104.4,213,-0.01612602362111837,238
Agamoni,DHUBRI,110,Dhubri,Agamoni,,220975059.2,221,-0.05579224868341979,247
Golokganj (Pt),DHUBRI,111,Dhubri,Golakganj (Pt),,199162500.1,199,-0.029215268959287066,221
Dhubri (Pt),DHUBRI,112,Dhubri,Dhubri (Pt),y,357274694.3,357,-0.013289591987726047,394
Bilasipara (Pt),DHUBRI,113,Dhubri,Bilasipara (Pt),,294886928.3,295,-0.0001796722412109375,330
Chapar (Pt),DHUBRI,114,Dhubri,Chapar (Pt),,195049812.7,195,-0.00024216097814065438,216
Lakhipur,GOALPARA,115,Goalpara,Lakhipur,,486513089.8,487,-0.00450909908950439,541
Balijana,GOALPARA,116,Goalpara,Balijana,,541158544.1,541,0.007358915155584162,605
Matia,GOALPARA,117,Goalpara,Matia,,477602971.1,478,0.04021183021100003,531
Dudhnai,GOALPARA,118,Goalpara,Dudhnoi,,196278296.1,196,0.058304807781118205,226
Rangjuli,GOALPARA,119,Goalpara,Rangjuli,,277190398.1,277,-0.0004663589673164563,312
Kalgachia,BARPETA,120,Barpeta,Kalgachia,,232225684.6,232,-0.07219195732703576,260
Baghbor,BARPETA,121,Barpeta,Baghbor,,512830660.7,513,-0.029539378372939316,572
Barpeta,BARPETA,122,Barpeta,Barpeta,y,315725333.4,316,-0.07266388791899442,358
Sarthebari,BARPETA,123,Barpeta,Sarthebari,,261719921.4,262,-0.0556988193564219,292
Bajali (Pt),BAJALI,124,Barpeta,Bajali (Pt),,167129509.3,167,-0.014196881495024028,190
Jalah (Pt),BAJALI,125,Barpeta,Jalah (Pt),,41272560.57,41,0.009498161466225334,46
Bhuragaon,MORIGAON,126,Morigaon,Bhuragaon,,218905955.5,219,-0.029183034974385083,246
Laharighat,MORIGAON,127,Morigaon,Laharighat,,232534594.4,233,-0.08305810511797324,261
Marigaon,MORIGAON,128,Morigaon,Morigaon,y,389659479.6,390,-0.037996046004756805,434
