revenue_ci,district_3,object_id,district_1,revenue_cr,HQ,area,are_new,sum_population
Bokakhat,GOLAGHAT,172,Golaghat,Bokakhat,,850138736.1,850,210334.5
Khumtai,GOLAGHAT,173,Golaghat,Khumtai,,473079404.2,473,118785.09375
Dergaon,GOLAGHAT,174,Golaghat,Dergaon,,322577977.5,323,153719.53125
Golaghat,GOLAGHAT,175,Golaghat,Golaghat,y,658333420.5,658,406816.65625
Morangi,GOLAGHAT,176,Golaghat,Morangi,,318699785.4,319,136374.609375
Sarupathar,GOLAGHAT,177,Golaghat,Sarupathar,,900371843.1,900,258144.765625
Diphu,K.ANGLONG,178,Karbi Anglong,Diphu,y,2467568183.0,2468,294832.125
Silonijan,K.ANGLONG,179,K.ANGLONG,Silonijan,,1566331644.0,1566,102484.765625
Umrangso,DIMA HASAO,180,Dima Hasao,Umrangso,,1459647329.0,1460,104037.359375
Haflong,DIMA HASAO,181,Dima Hasao,Haflong,y,1023944193.0,1024,71921.3515625
Mahur,DIMA HASAO,182,Dima Hasao,Mahur,,568176425.1,568,33892.06640625
Maibong,DIMA HASAO,183,Dima Hasao,Maibong,,1831786745.0,1832,72582.6015625
Katigora,CACHAR,184,Cachar,Katigorah,,744022581.1,744,318447.71875
Silchar,CACHAR,185,Cachar,Silchar,y,837931796.0,838,728064.1875
Udarbond,CACHAR,186,Cachar,Udharbond,,447088875.6,447,178731.109375
Sonai,CACHAR,187,Cachar,Sonai,,999733880.6,1000,361536.125
Lakhipur,CACHAR,188,Cachar,Lakhipur,,754436388.7,754,475983.4375
Karimganj,KARIMGANJ,189,Karimganj,Karimganj,y,178166572.6,178,326529.0625
Badarpur,KARIMGANJ,190,Karimganj,Badarpur,,134391085.3,134,161748.015625
Nilambazar,KARIMGANJ,191,Karimganj,Nilambazar,,280417099.0,280,253050.0625
Patharkandi,KARIMGANJ,192,Karimganj,Patherkandi,,672170922.1,672,289072.1875
"Ramkrishna
Nagar",KARIMGANJ,193,Karimganj,RK Nagar,,575000985.9,575,334348.8125
Algapur,HAILAKANDI,194,Hailakandi,Algapur,,156280173.0,156,121149.3125
Hailakandi,HAILAKANDI,195,Hailakandi,Hailakandi,y,160989094.7,161,170505.1875
Lala,HAILAKANDI,196,Hailakandi,Lala,,270081600.3,270,253757.234375
Katlichara,HAILAKANDI,197,Hailakandi,Katlicherra,,741771269.3,742,204445.296875
"Bongaigaon
(Pt)",BONGAIGAON,198,Bongaigaon,"Bongaigaon
(Pt)",y,189396060.5,189,145226.875
Boitamari,BONGAIGAON,199,Bongaigaon,Boitamari,,297089853.0,297,129816.8828125
Srijangram,BONGAIGAON,200,Bongaigaon,Srijangram,,347583760.8,348,321618.28125
Sidli (Pt-II),BONGAIGAON,201,Bongaigaon,Sidli (Pt-II),,85041947.25,85,57165.3671875
Manikpur,BONGAIGAON,202,Bongaigaon,Manikpur,,169010249.7,169,133079.9375
Kokrajhar (Pt),CHIRANG,203,Chirang,Kokrajhar (Pt),,12538462.77,13,9309.181640625
Barnagar (Pt),CHIRANG,204,Chirang,Barnagar (Pt),,34321102.47,34,19741.76953125
Bengtal,CHIRANG,205,Chirang,Bengtal,,715955682.4,716,119410.5859375
Sidli (Pt),CHIRANG,206,Chirang,Sidli (Pt),,228893704.6,229,117873.8359375
Bijni (Pt),CHIRANG,207,Chirang,Bijni (Pt),,934195919.7,934,337220.0
"Rangia
(Pt)",KAMRUP,208,Kamrup,"Rangia
(Pt)",,186407362.6,186,187775.0625
Koya,KAMRUP,209,Kamrup,Kayan,,53612722.14,54,53269.0625
Kamalpur,KAMRUP,210,Kamrup,Kamalpur,,250170012.1,250,204723.640625
Hajo,KAMRUP,211,Kamrup,Hajo,,412841145.7,413,72671.4375
Chhaygaon,KAMRUP,212,Kamrup,Chhaygaon,,470741379.3,471,136174.28125
Goroimari,KAMRUP,213,Kamrup,Goroimari,,176568213.2,177,187924.78125
Chamaria,KAMRUP,214,Kamrup,Chamaria,,140144616.8,140,122399.078125
Nagarbera,KAMRUP,215,Kamrup,Nagarbera,,114577593.0,115,107128.6953125
Boko,KAMRUP,216,Kamrup,Boko,,514044709.4,514,95335.3515625
"North
Guwahati",KAMRUP,217,Kamrup,"North
Guwahati",,90721866.31,91,44758.234375
Jalah (Pt),KAMRUP,218,Kamrup,Jalah (Pt),,55787602.64,56,49708.1015625
Guwahati,KAMRUP METRO,219,KAMRUP METRO,Guwahati,y,101319635.1,101,564891.3125
Sonapur,KAMRUP METRO,220,KAMRUP METRO,Sonapur,,493242088.4,493,188694.890625
Chandrapur,KAMRUP METRO,221,KAMRUP METRO,Chandrapur,,124600101.5,125,60144.0390625
"Tihu
(Pt)",NALBARI,222,Nalbari,"Tihu
(Pt)",,94935581.15,95,64764.67578125
"Pachim
Nalbari",NALBARI,223,Nalbari,Pachim Nalbari,,148606921.2,149,111116.96875
Barkhetri,NALBARI,224,Nalbari,Barkhetri,,370577388.2,371,247147.09375
Barbhag,NALBARI,225,Nalbari,Barbhag,,82281261.7,82,138915.21875
Nalbari,NALBARI,226,Nalbari,Nalbari,y,128136913.3,128,176848.765625
Banekuchi,NALBARI,227,Nalbari,Banekuchi,,61110319.4,61,45564.76171875
Ghograpar (Pt),NALBARI,228,Nalbari,Ghograpar (Pt),,131160984.6,131,157942.15625
Baganpara (Pt),BAKSA,260,Baksa,Baganpara (Pt),,211742690.1,212,75605.1484375
Baganpara (Pt),NALBARI,230,Nalbari,Baganpara (Pt),,18943498.07,19,11240.279296875
Barnagar (Pt),BAKSA,231,Baksa,Barnagar (Pt),,460073385.7,460,166702.03125
Ghograpar (Pt),BAKSA,232,Baksa,Ghograpar (Pt),,35444716.72,35,38494.65625
Jalah (Pt),BAKSA,233,Baksa,Jalah (Pt),,291646466.4,292,104107.484375
Barama,BAKSA,234,Baksa,Barama,,95546762.3,96,80959.59375
Rangia (Pt),TAMULPUR,235,Baksa,Rangia (Pt),,23451991.6,23,6748.4599609375
Pathorighat (Pt),TAMULPUR,236,Baksa,Pathorighat (Pt),,3754506.217,4,6479.4248046875
Khoirabari (Pt),DARRANG,237,Darrang,Khoirabari (Pt),,52738276.5,53,16830.251953125
Pathorighat (Pt),DARRANG,238,Darrang,Patharighat (Pt),,176482635.2,176,85210.5625
Sipajhar,DARRANG,239,Darrang,Sipajhar,,293007191.6,293,141596.65625
Dhekiajuli (Pt),UDALGURI,240,Udalguri,Dhekiajuli (Pt),,41104085.9,41,16010.896484375
Khoirabari (Pt),UDALGURI,241,Udalguri,Khoirabari (Pt),,162764836.4,163,71037.1796875
Pathorighat (Pt),UDALGURI,242,Udalguri,Pathorighat (Pt),,2314177.101,2,147.10379028320312
Mangaldoi (Pt),UDALGURI,243,Udalguri,Mangaldoi (Pt),,6293734.554,6,2848.619140625
Dalgaon (Pt),UDALGURI,244,Udalguri,Dalgaon (Pt),,62698740.91,63,65185.34765625
Harisinga,UDALGURI,245,Udalguri,Harisinga,,625700293.5,626,252678.625
Udalguri,UDALGURI,246,Udalguri,Udalguri,y,569395304.7,569,255176.734375
Mazbat,UDALGURI,247,Udalguri,Mazbat,,325141745.3,325,128679.328125
Mahmora,CHARAIDEO,248,Charaideo,Mahmora,,294481483.3,294,164672.21875
Biswanath,BISWANATH,249,Biswanath,Biswanath,y,1042300607.0,1042,391158.5
Helem,BISWANATH,250,Biswanath,Halem,,427087304.2,427,143778.953125
Gohpur,BISWANATH,251,Biswanath,Gohpur,,313635939.7,314,118183.46875
Hojai,HOJAI,252,Hojai,Hojai,y,264542999.3,265,316295.21875
Doboka,HOJAI,253,Hojai,Doboka,,317748519.3,318,205924.59375
Lanka,HOJAI,254,Hojai,Lanka,,873440623.1,873,567312.25
Donka,WEST KARBI ANGLONG,255,West Karbi Anglong,Donkamokam,,3072801622.0,3073,356527.78125
South Salmara,SOUTH SALMARA MANCACHAR,256,South Salmara Mancachar,South Salmara,,435496775.1,435,172884.546875
Mankachar,SOUTH SALMARA MANCACHAR,257,South Salmara Mancachar,Mankachar,,248678182.6,249,349319.71875
Bajali (Pt),TAMULPUR,258,Baksa,Bajali (Pt),,17844174.95,18,15017.900390625
Goreswar (Pt),TAMULPUR,259,Baksa,Goreswar (Pt),,283216711.9,283,173207.453125
Tamulpur,TAMULPUR,261,Baksa,Tamulpur,,549366262.9,549,297363.0
Baksa,BAKSA,262,Baksa,Baska,,295501945.5,296,167380.21875
Sarupeta (Pt),BAKSA,263,Baksa,Sarupeta (Pt),,134708247.8,135,78548.7109375
Barnagar (Pt),BARPETA,264,Barpeta,Barnagar (Pt),,207191146.6,207,154763.9375
Sarupeta (Pt),BAJALI,265,Barpeta,Sarupeta (Pt),,261584874.2,262,167635.25
Chenga,BARPETA,266,Barpeta,Chenga,,317522242.4,318,252795.90625
North Guwahati (Pt),KAMRUP METRO,267,KAMRUP METRO,North Guwahati (Pt),,114789346.1,115,516461.03125
Kalaigaon (Pt),UDALGURI,268,Udalguri,Kalaigaon (Pt),,191989620.2,192,74230.5390625
Mangaldoi (Pt),DARRANG,269,Darrang,Mangaldoi (Pt),y,439678093.9,440,236794.109375
Dalgaon (Pt),DARRANG,270,Darrang,Dalgaon (Pt),,649172827.9,649,647723.9375
Mayong,MORIGAON,271,Morigaon,Mayong,,486035918.5,486,275983.15625
Palasbari,KAMRUP,272,Kamrup,Palasbari,,392624055.8,393,218541.28125
Azara,KAMRUP,273,Kamrup,Azara,,423124288.2,423,125303.5390625
Gossaigaon (Pt),DHUBRI,274,Dhubri,Gossaigaon (Pt),,76783222.03,77,25964.69921875
Jorhat West,JORHAT,276,Jorhat,Jorhat West,,363550691.9,364,265067.1875
Jorhat East,JORHAT,277,Jorhat,Jorhat East,,195465666.5,195,147039.171875
Sapekhati,CHARAIDEO,278,Charaideo,Sapekhati,,394328380.8,394,129790.4375
Sonari,CHARAIDEO,279,Charaideo,Sonari,y,384542831.4,385,198937.90625
Ujani Majuli,MAJULI,280,Majuli,Ujani Majuli,,322168126.6,322,61300.74609375
Majuli,MAJULI,281,Majuli,Majuli,,648466675.6,648,104209.4609375
Phuloni,K.ANGLONG,275,K.ANGLONG,Phuloni,,3303172433.0,3303,288382.0625
