revenue_ci,district_3,object_id,district_1,revenue_cr,HQ,area,are_new,sum_population
Gossaigaon (Pt),KOKRAJHAR,101,Kokrajhar,Gossaigaon (Pt),,1068571780.0,1069,339086.46875
Bhowraguri,KOKRAJHAR,102,Kokrajhar,Bhawraguri,,158892607.3,159,56945.078125
Dotoma,KOKRAJHAR,103,Kokrajhar,Dotoma,,303966231.6,304,199765.3125
Kokrajhar (Pt),KOKRAJHAR,104,Kokrajhar,Kokrajhar (Pt),y,990246710.7,990,335558.09375
Bagribari (Pt),KOKRAJHAR,105,Kokrajhar,Bagribari (Pt),,281011470.5,281,109668.4140625
Golokganj (Pt),KOKRAJHAR,106,Kokrajhar,Golokganj (Pt),,102804109.1,103,50106.7578125
Dhubri (Pt),KOKRAJHAR,107,Kokrajhar,Dhubri (Pt),,124091385.6,124,80438.6640625
Chapar (Pt),KOKRAJHAR,108,Kokrajhar,Chapar (Pt),,101233159.3,101,113500.859375
Bagribari (Pt),DHUBRI,109,Dhubri,Bagribari (Pt),,212860104.4,213,192443.515625
Agamoni,DHUBRI,110,Dhubri,Agamoni,,220975059.2,221,176509.390625
Golokganj (Pt),DHUBRI,111,Dhubri,Golakganj (Pt),,199162500.1,199,166444.453125
Dhubri (Pt),DHUBRI,112,Dhubri,Dhubri (Pt),y,357274694.3,357,397651.0625
Bilasipara (Pt),DHUBRI,113,Dhubri,Bilasipara (Pt),,294886928.3,295,322330.5
Chapar (Pt),DHUBRI,114,Dhubri,Chapar (Pt),,195049812.7,195,67051.3125
Lakhipur,GOALPARA,115,Goalpara,Lakhipur,,486513089.8,487,217604.84375
Balijana,GOALPARA,116,Goalpara,Balijana,,541158544.1,541,305722.40625
Matia,GOALPARA,117,Goalpara,Matia,,477602971.1,478,302051.84375
Dudhnai,GOALPARA,118,Goalpara,Dudhnoi,,196278296.1,196,76857.21875
Rangjuli,GOALPARA,119,Goalpara,Rangjuli,,277190398.1,277,139969.46875
Kalgachia,BARPETA,120,Barpeta,Kalgachia,,232225684.6,232,214840.28125
Baghbor,BARPETA,121,Barpeta,Baghbor,,512830660.7,513,323497.46875
Barpeta,BARPETA,122,Barpeta,Barpeta,y,315725333.4,316,389708.0
Sarthebari,BARPETA,123,Barpeta,Sarthebari,,261719921.4,262,218527.921875
Bajali (Pt),BAJALI,124,Barpeta,Bajali (Pt),,167129509.3,167,119511.375
Jalah (Pt),BAJALI,125,Barpeta,Jalah (Pt),,41272560.57,41,24921.328125
Bhuragaon,MORIGAON,126,Morigaon,Bhuragaon,,218905955.5,219,120993.5234375
Laharighat,MORIGAON,127,Morigaon,Laharighat,,232534594.4,233,270012.3125
Marigaon,MORIGAON,128,Morigaon,Morigaon,y,389659479.6,390,238969.203125
Mikirbheta,MORIGAON,129,Morigaon,Mikirbheta,,183812069.7,184,198476.84375
Kaliabor,NAGAON,130,Nagaon,Kaliabor,,580444524.8,580,283126.5625
Samaguri,NAGAON,131,Nagaon,Samaguri,,342479635.6,342,379512.59375
Rupahi,NAGAON,132,Nagaon,Rupahi,,305559066.5,306,287045.34375
Dhing,NAGAON,133,Nagaon,Dhing,,247888462.7,248,433581.4375
Nagaon,NAGAON,134,Nagaon,Nagaon,y,372041429.1,372,456928.5
Raha,NAGAON,135,Nagaon,Raha,,340889151.3,341,182651.40625
Kampur,NAGAON,136,Nagaon,Kampur,,375122906.9,375,271264.875
Dhekiajuli (Pt),SONITPUR,137,Sonitpur,Dhekiajuli (Pt),,1231160620.0,1231,521242.125
Chariduar,SONITPUR,138,Sonitpur,Chariduar,,999613694.8,1000,292269.78125
Tezpur,SONITPUR,139,Sonitpur,Tezpur,y,546146490.7,546,382699.15625
Na-Duar,SONITPUR,140,Sonitpur,Naduar,,668195595.7,668,236092.84375
Narayanpur,LAKHIMPUR,141,Lakhimpur,Narayanpur,,380387815.9,380,145040.75
Bihpuria,LAKHIMPUR,142,Lakhimpur,Bihpuria,,406987947.4,407,257002.84375
Naobaicha,LAKHIMPUR,143,Lakhimpur,Nowboicha,,329777873.3,330,160423.46875
Kadam,LAKHIMPUR,144,Lakhimpur,Kadam,,523299066.2,523,104147.140625
North Lakhimpur,LAKHIMPUR,145,Lakhimpur,North Lakhimpur,y,615562945.6,616,250946.390625
Dhakuakhana (Pt-I),LAKHIMPUR,146,Lakhimpur,Dhakuakhana (Pt-I),,462433414.6,462,117609.4296875
Subansiri (Pt-I),LAKHIMPUR,147,Lakhimpur,Subansiri (Pt-I),,279641275.4,280,102522.265625
Dhakuakhana (Pt-II),DHEMAJI,148,Dhemaji,Dhakuakhana (Pt-II),,8932180.563,9,3029.68310546875
Subansiri (Pt-II),DHEMAJI,149,Dhemaji,Subansiri (Pt-II),,155210841.0,155,7799.57373046875
Dhemaji,DHEMAJI,150,Dhemaji,Dhemaji,y,396211702.6,396,140236.296875
Sissibargaon,DHEMAJI,151,Dhemaji,Sissiborgaon,,745985547.0,746,266111.78125
Jonai,DHEMAJI,152,Dhemaji,Jonai,,852661889.7,853,168266.46875
Gogamukh,DHEMAJI,153,Dhemaji,Gogamukh,,323763379.2,324,102458.890625
Sadiya,TINSUKIA,154,Tinsukia,Sadiya,,851463185.0,851,104815.1171875
Doom Dooma,TINSUKIA,155,Tinsukia,Doom Dooma,,936656924.2,937,466978.0625
Tinsukia,TINSUKIA,156,Tinsukia,Tinsukia,y,890346165.2,890,443063.40625
Margherita,TINSUKIA,157,Tinsukia,Margherita,,1132319376.0,1132,364713.40625
Dibrugarh West,DIBRUGARH,158,Dibrugarh,Dibrugarh West,,723055766.0,723,187696.203125
Dibrugarh East,DIBRUGARH,159,Dibrugarh,Dibrugarh East,,392607310.5,393,243576.03125
Chabua,DIBRUGARH,160,Dibrugarh,Chabua,,658137348.7,658,173526.6875
Tengakhat,DIBRUGARH,161,Dibrugarh,Tengakhat,,355331353.1,355,253596.546875
Moran,DIBRUGARH,162,Dibrugarh,Moran,,394752534.0,395,180812.578125
Tingkhong,DIBRUGARH,163,Dibrugarh,Tingkhong,,391326093.4,391,194349.015625
Naharkatiya,DIBRUGARH,164,Dibrugarh,Naharkatia,,464307367.8,464,245929.21875
Dimow,SIVSAGAR,165,SIVSAGAR,Demow,,478427786.7,478,194596.84375
Sibsagar,SIVSAGAR,166,SIVSAGAR,Sivsagar,y,388026773.7,388,189194.453125
Amguri,SIVSAGAR,167,SIVSAGAR,Amguri,,314868728.7,315,154068.578125
Nazira,SIVSAGAR,168,SIVSAGAR,Nazira,,386224425.1,386,239425.578125
Teok,JORHAT,169,Jorhat,Teok,,449551926.2,450,155646.28125
Titabor,JORHAT,170,Jorhat,Titabor,,419204313.3,419,270351.9375
Mariani,JORHAT,171,Jorhat,Mariani,,436514584.8,437,156848.203125
