revenue_ci,district_3,object_id,district_1,revenue_cr,HQ,area,are_new,sum_population
Jonai,DHEMAJI,152,Dhemaji,Jonai,,852661889.7,853,166312.921875
Gogamukh,DHEMAJI,153,Dhemaji,Gogamukh,,323763379.2,324,97195.53125
Sadiya,TINSUKIA,154,Tinsukia,Sadiya,,851463185.0,851,99521.8125
Doom Dooma,TINSUKIA,155,Tinsukia,Doom Dooma,,936656924.2,937,450493.25
Tinsukia,TINSUKIA,156,Tinsukia,Tinsukia,y,890346165.2,890,416286.34375
Margherita,TINSUKIA,157,Tinsukia,Margherita,,1132319376.0,1132,352615.3125
Dibrugarh West,DIBRUGARH,158,Dibrugarh,Dibrugarh West,,723055766.0,723,177701.3125
Dibrugarh East,DIBRUGARH,159,Dibrugarh,Dibrugarh East,,392607310.5,393,239863.421875
Chabua,DIBRUGARH,160,Dibrugarh,Chabua,,658137348.7,658,168178.015625
Tengakhat,DIBRUGARH,161,Dibrugarh,Tengakhat,,355331353.1,355,248752.609375
Moran,DIBRUGARH,162,Dibrugarh,Moran,,394752534.0,395,175137.703125
Tingkhong,DIBRUGARH,163,Dibrugarh,Tingkhong,,391326093.4,391,190282.953125
Naharkatiya,DIBRUGARH,164,Dibrugarh,Naharkatia,,464307367.8,464,238269.359375
Dimow,SIVSAGAR,165,SIVSAGAR,Demow,,478427786.7,478,191178.21875
Sibsagar,SIVSAGAR,166,SIVSAGAR,Sivsagar,y,388026773.7,388,191405.765625
Amguri,SIVSAGAR,167,SIVSAGAR,Amguri,,314868728.7,315,156933.359375
Nazira,SIVSAGAR,168,SIVSAGAR,Nazira,,386224425.1,386,228052.546875
Teok,JORHAT,169,Jorhat,Teok,,449551926.2,450,155037.65625
Titabor,JORHAT,170,Jorhat,Titabor,,419204313.3,419,271292.40625
Mariani,JORHAT,171,Jorhat,Mariani,,436514584.8,437,152253.796875
Bokakhat,GOLAGHAT,172,Golaghat,Bokakhat,,850138736.1,850,199110.78125
Khumtai,GOLAGHAT,173,Golaghat,Khumtai,,473079404.2,473,106636.8203125
Dergaon,GOLAGHAT,174,Golaghat,Dergaon,,322577977.5,323,151555.78125
Golaghat,GOLAGHAT,175,Golaghat,Golaghat,y,658333420.5,658,393288.78125
Morangi,GOLAGHAT,176,Golaghat,Morangi,,318699785.4,319,134476.046875
Sarupathar,GOLAGHAT,177,Golaghat,Sarupathar,,900371843.1,900,254089.109375
Diphu,K.ANGLONG,178,Karbi Anglong,Diphu,y,2467568183.0,2468,275620.3125
Silonijan,K.ANGLONG,179,K.ANGLONG,Silonijan,,1566331644.0,1566,98613.921875
Umrangso,DIMA HASAO,180,Dima Hasao,Umrangso,,1459647329.0,1460,90816.4765625
Haflong,DIMA HASAO,181,Dima Hasao,Haflong,y,1023944193.0,1024,68883.1484375
Mahur,DIMA HASAO,182,Dima Hasao,Mahur,,568176425.1,568,33010.41796875
Maibong,DIMA HASAO,183,Dima Hasao,Maibong,,1831786745.0,1832,72077.546875
Katigora,CACHAR,184,Cachar,Katigorah,,744022581.1,744,298035.5
Silchar,CACHAR,185,Cachar,Silchar,y,837931796.0,838,692698.0
Udarbond,CACHAR,186,Cachar,Udharbond,,447088875.6,447,173912.859375
Sonai,CACHAR,187,Cachar,Sonai,,999733880.6,1000,336191.1875
Lakhipur,CACHAR,188,Cachar,Lakhipur,,754436388.7,754,450099.8125
Karimganj,KARIMGANJ,189,Karimganj,Karimganj,y,178166572.6,178,305291.625
Badarpur,KARIMGANJ,190,Karimganj,Badarpur,,134391085.3,134,149250.703125
Nilambazar,KARIMGANJ,191,Karimganj,Nilambazar,,280417099.0,280,234637.953125
Patharkandi,KARIMGANJ,192,Karimganj,Patherkandi,,672170922.1,672,274975.375
"Ramkrishna
Nagar",KARIMGANJ,193,Karimganj,RK Nagar,,575000985.9,575,309621.1875
Algapur,HAILAKANDI,194,Hailakandi,Algapur,,156280173.0,156,116000.921875
Hailakandi,HAILAKANDI,195,Hailakandi,Hailakandi,y,160989094.7,161,159324.703125
Lala,HAILAKANDI,196,Hailakandi,Lala,,270081600.3,270,231382.890625
Katlichara,HAILAKANDI,197,Hailakandi,Katlicherra,,741771269.3,742,192088.8125
"Bongaigaon
(Pt)",BONGAIGAON,198,Bongaigaon,"Bongaigaon
(Pt)",y,189396060.5,189,140526.03125
Boitamari,BONGAIGAON,199,Bongaigaon,Boitamari,,297089853.0,297,122878.0234375
Srijangram,BONGAIGAON,200,Bongaigaon,Srijangram,,347583760.8,348,297985.59375
Sidli (Pt-II),BONGAIGAON,201,Bongaigaon,Sidli (Pt-II),,85041947.25,85,54977.60546875
Manikpur,BONGAIGAON,202,Bongaigaon,Manikpur,,169010249.7,169,129408.0078125
Kokrajhar (Pt),CHIRANG,203,Chirang,Kokrajhar (Pt),,12538462.77,13,10644.90234375
Barnagar (Pt),CHIRANG,204,Chirang,Barnagar (Pt),,34321102.47,34,18721.177734375
Bengtal,CHIRANG,205,Chirang,Bengtal,,715955682.4,716,116197.65625
Sidli (Pt),CHIRANG,206,Chirang,Sidli (Pt),,228893704.6,229,111779.2734375
Bijni (Pt),CHIRANG,207,Chirang,Bijni (Pt),,934195919.7,934,323819.625
"Rangia
(Pt)",KAMRUP,208,Kamrup,"Rangia
(Pt)",,186407362.6,186,180996.25
Koya,KAMRUP,209,Kamrup,Kayan,,53612722.14,54,51486.4453125
Kamalpur,KAMRUP,210,Kamrup,Kamalpur,,250170012.1,250,195576.859375
Hajo,KAMRUP,211,Kamrup,Hajo,,412841145.7,413,71123.65625
Chhaygaon,KAMRUP,212,Kamrup,Chhaygaon,,470741379.3,471,131034.4453125
Goroimari,KAMRUP,213,Kamrup,Goroimari,,176568213.2,177,180021.640625
Chamaria,KAMRUP,214,Kamrup,Chamaria,,140144616.8,140,117331.8359375
Nagarbera,KAMRUP,215,Kamrup,Nagarbera,,114577593.0,115,98069.9296875
Boko,KAMRUP,216,Kamrup,Boko,,514044709.4,514,94231.1796875
"North
Guwahati",KAMRUP,217,Kamrup,"North
Guwahati",,90721866.31,91,41602.984375
Jalah (Pt),KAMRUP,218,Kamrup,Jalah (Pt),,55787602.64,56,46805.546875
Guwahati,KAMRUP METRO,219,KAMRUP METRO,Guwahati,y,101319635.1,101,562249.0625
Sonapur,KAMRUP METRO,220,KAMRUP METRO,Sonapur,,493242088.4,493,173962.15625
Chandrapur,KAMRUP METRO,221,KAMRUP METRO,Chandrapur,,124600101.5,125,55033.4140625
"Tihu
(Pt)",NALBARI,222,Nalbari,"Tihu
(Pt)",,94935581.15,95,66911.5234375
"Pachim
Nalbari",NALBARI,223,Nalbari,Pachim Nalbari,,148606921.2,149,105226.9375
Barkhetri,NALBARI,224,Nalbari,Barkhetri,,370577388.2,371,240398.171875
Barbhag,NALBARI,225,Nalbari,Barbhag,,82281261.7,82,131587.09375
Nalbari,NALBARI,226,Nalbari,Nalbari,y,128136913.3,128,181386.40625
Banekuchi,NALBARI,227,Nalbari,Banekuchi,,61110319.4,61,44176.3984375
Ghograpar (Pt),NALBARI,228,Nalbari,Ghograpar (Pt),,131160984.6,131,149222.015625
Baganpara (Pt),BAKSA,260,Baksa,Baganpara (Pt),,211742690.1,212,74704.9609375
Baganpara (Pt),NALBARI,230,Nalbari,Baganpara (Pt),,18943498.07,19,11190.3984375
Barnagar (Pt),BAKSA,231,Baksa,Barnagar (Pt),,460073385.7,460,155916.890625
Ghograpar (Pt),BAKSA,232,Baksa,Ghograpar (Pt),,35444716.72,35,35678.33203125
Jalah (Pt),BAKSA,233,Baksa,Jalah (Pt),,291646466.4,292,100047.3671875
Barama,BAKSA,234,Baksa,Barama,,95546762.3,96,79226.0078125
Rangia (Pt),TAMULPUR,235,Baksa,Rangia (Pt),,23451991.6,23,6494.0380859375
Pathorighat (Pt),TAMULPUR,236,Baksa,Pathorighat (Pt),,3754506.217,4,6763.1357421875
Khoirabari (Pt),DARRANG,237,Darrang,Khoirabari (Pt),,52738276.5,53,14986.4765625
Pathorighat (Pt),DARRANG,238,Darrang,Patharighat (Pt),,176482635.2,176,87001.6484375
Sipajhar,DARRANG,239,Darrang,Sipajhar,,293007191.6,293,132401.671875
Dhekiajuli (Pt),UDALGURI,240,Udalguri,Dhekiajuli (Pt),,41104085.9,41,15527.5
Khoirabari (Pt),UDALGURI,241,Udalguri,Khoirabari (Pt),,162764836.4,163,70610.6015625
Pathorighat (Pt),UDALGURI,242,Udalguri,Pathorighat (Pt),,2314177.101,2,133.26341247558594
Mangaldoi (Pt),UDALGURI,243,Udalguri,Mangaldoi (Pt),,6293734.554,6,2599.499755859375
Dalgaon (Pt),UDALGURI,244,Udalguri,Dalgaon (Pt),,62698740.91,63,64260.19140625
Harisinga,UDALGURI,245,Udalguri,Harisinga,,625700293.5,626,250095.40625
Udalguri,UDALGURI,246,Udalguri,Udalguri,y,569395304.7,569,250731.203125
Mazbat,UDALGURI,247,Udalguri,Mazbat,,325141745.3,325,127350.296875
Mahmora,CHARAIDEO,248,Charaideo,Mahmora,,294481483.3,294,161545.640625
Biswanath,BISWANATH,249,Biswanath,Biswanath,y,1042300607.0,1042,381917.65625
Helem,BISWANATH,250,Biswanath,Halem,,427087304.2,427,139772.3125
Gohpur,BISWANATH,251,Biswanath,Gohpur,,313635939.7,314,112746.4375
Hojai,HOJAI,252,Hojai,Hojai,y,264542999.3,265,294150.65625
Doboka,HOJAI,253,Hojai,Doboka,,317748519.3,318,192749.78125
Lanka,HOJAI,254,Hojai,Lanka,,873440623.1,873,529399.6875
Donka,WEST KARBI ANGLONG,255,West Karbi Anglong,Donkamokam,,3072801622.0,3073,336455.34375
South Salmara,SOUTH SALMARA MANCACHAR,256,South Salmara Mancachar,South Salmara,,435496775.1,435,155032.5
Mankachar,SOUTH SALMARA MANCACHAR,257,South Salmara Mancachar,Mankachar,,248678182.6,249,326059.875
Bajali (Pt),TAMULPUR,258,Baksa,Bajali (Pt),,17844174.95,18,13997.765625
Goreswar (Pt),TAMULPUR,259,Baksa,Goreswar (Pt),,283216711.9,283,169028.890625
Tamulpur,TAMULPUR,261,Baksa,Tamulpur,,549366262.9,549,293340.46875
Baksa,BAKSA,262,Baksa,Baska,,295501945.5,296,163301.5
Sarupeta (Pt),BAKSA,263,Baksa,Sarupeta (Pt),,134708247.8,135,72990.3203125
Barnagar (Pt),BARPETA,264,Barpeta,Barnagar (Pt),,207191146.6,207,142255.828125
Sarupeta (Pt),BAJALI,265,Barpeta,Sarupeta (Pt),,261584874.2,262,167810.5625
Chenga,BARPETA,266,Barpeta,Chenga,,317522242.4,318,242858.34375
North Guwahati (Pt),KAMRUP METRO,267,KAMRUP METRO,North Guwahati (Pt),,114789346.1,115,485041.25
Kalaigaon (Pt),UDALGURI,268,Udalguri,Kalaigaon (Pt),,191989620.2,192,77030.4140625
Mangaldoi (Pt),DARRANG,269,Darrang,Mangaldoi (Pt),y,439678093.9,440,218707.1875
Dalgaon (Pt),DARRANG,270,Darrang,Dalgaon (Pt),,649172827.9,649,600169.5625
Mayong,MORIGAON,271,Morigaon,Mayong,,486035918.5,486,256371.75
Palasbari,KAMRUP,272,Kamrup,Palasbari,,392624055.8,393,211003.359375
Azara,KAMRUP,273,Kamrup,Azara,,423124288.2,423,119474.671875
Gossaigaon (Pt),DHUBRI,274,Dhubri,Gossaigaon (Pt),,76783222.03,77,24085.81640625
Jorhat West,JORHAT,276,Jorhat,Jorhat West,,363550691.9,364,259093.4375
Jorhat East,JORHAT,277,Jorhat,Jorhat East,,195465666.5,195,150827.671875
Sapekhati,CHARAIDEO,278,Charaideo,Sapekhati,,394328380.8,394,136481.59375
Sonari,CHARAIDEO,279,Charaideo,Sonari,y,384542831.4,385,193709.21875
Ujani Majuli,MAJULI,280,Majuli,Ujani Majuli,,322168126.6,322,62436.73828125
Majuli,MAJULI,281,Majuli,Majuli,,648466675.6,648,106235.2890625
Phuloni,K.ANGLONG,275,K.ANGLONG,Phuloni,,3303172433.0,3303,287043.875
