revenue_ci,district_3,object_id,district_1,revenue_cr,HQ,area,are_new,sum_population
Gossaigaon (Pt),KOKRAJHAR,101,Kokrajhar,Gossaigaon (Pt),,1068571780.0,1069,335285.875
Bhowraguri,KOKRAJHAR,102,Kokrajhar,Bhawraguri,,158892607.3,159,57812.84375
Dotoma,KOKRAJHAR,103,Kokrajhar,Dotoma,,303966231.6,304,204892.6875
Kokrajhar (Pt),KOKRAJHAR,104,Kokrajhar,Kokrajhar (Pt),y,990246710.7,990,330467.0625
Bagribari (Pt),KOKRAJHAR,105,Kokrajhar,Bagribari (Pt),,281011470.5,281,108295.8125
Golokganj (Pt),KOKRAJHAR,106,Kokrajhar,Golokganj (Pt),,102804109.1,103,46802.15234375
Dhubri (Pt),KOKRAJHAR,107,Kokrajhar,Dhubri (Pt),,124091385.6,124,75757.8828125
Chapar (Pt),KOKRAJHAR,108,Kokrajhar,Chapar (Pt),,101233159.3,101,101476.546875
Bagribari (Pt),DHUBRI,109,Dhubri,Bagribari (Pt),,212860104.4,213,176467.328125
Agamoni,DHUBRI,110,Dhubri,Agamoni,,220975059.2,221,167310.703125
Golokganj (Pt),DHUBRI,111,Dhubri,Golakganj (Pt),,199162500.1,199,150767.375
Dhubri (Pt),DHUBRI,112,Dhubri,Dhubri (Pt),y,357274694.3,357,369717.65625
Bilasipara (Pt),DHUBRI,113,Dhubri,Bilasipara (Pt),,294886928.3,295,290807.125
Chapar (Pt),DHUBRI,114,Dhubri,Chapar (Pt),,195049812.7,195,63510.59375
Lakhipur,GOALPARA,115,Goalpara,Lakhipur,,486513089.8,487,208678.21875
Balijana,GOALPARA,116,Goalpara,Balijana,,541158544.1,541,292525.15625
Matia,GOALPARA,117,Goalpara,Matia,,477602971.1,478,286575.3125
Dudhnai,GOALPARA,118,Goalpara,Dudhnoi,,196278296.1,196,76833.359375
Rangjuli,GOALPARA,119,Goalpara,Rangjuli,,277190398.1,277,132619.59375
Kalgachia,BARPETA,120,Barpeta,Kalgachia,,232225684.6,232,200241.078125
Baghbor,BARPETA,121,Barpeta,Baghbor,,512830660.7,513,294874.21875
Barpeta,BARPETA,122,Barpeta,Barpeta,y,315725333.4,316,378694.40625
Sarthebari,BARPETA,123,Barpeta,Sarthebari,,261719921.4,262,191572.609375
Bajali (Pt),BAJALI,124,Barpeta,Bajali (Pt),,167129509.3,167,115225.71875
Jalah (Pt),BAJALI,125,Barpeta,Jalah (Pt),,41272560.57,41,21098.46875
Bhuragaon,MORIGAON,126,Morigaon,Bhuragaon,,218905955.5,219,115300.9765625
Laharighat,MORIGAON,127,Morigaon,Laharighat,,232534594.4,233,249633.390625
Marigaon,MORIGAON,128,Morigaon,Morigaon,y,389659479.6,390,225323.125
Mikirbheta,MORIGAON,129,Morigaon,Mikirbheta,,183812069.7,184,184349.15625
Kaliabor,NAGAON,130,Nagaon,Kaliabor,,580444524.8,580,266686.4375
Samaguri,NAGAON,131,Nagaon,Samaguri,,342479635.6,342,351596.1875
Rupahi,NAGAON,132,Nagaon,Rupahi,,305559066.5,306,267388.8125
Dhing,NAGAON,133,Nagaon,Dhing,,247888462.7,248,398825.4375
Nagaon,NAGAON,134,Nagaon,Nagaon,y,372041429.1,372,431087.5625
Raha,NAGAON,135,Nagaon,Raha,,340889151.3,341,169706.578125
Kampur,NAGAON,136,Nagaon,Kampur,,375122906.9,375,251774.453125
Dhekiajuli (Pt),SONITPUR,137,Sonitpur,Dhekiajuli (Pt),,1231160620.0,1231,510136.4375
Chariduar,SONITPUR,138,Sonitpur,Chariduar,,999613694.8,1000,274331.59375
Tezpur,SONITPUR,139,Sonitpur,Tezpur,y,546146490.7,546,369464.8125
Na-Duar,SONITPUR,140,Sonitpur,Naduar,,668195595.7,668,225825.203125
Narayanpur,LAKHIMPUR,141,Lakhimpur,Narayanpur,,380387815.9,380,139374.84375
Bihpuria,LAKHIMPUR,142,Lakhimpur,Bihpuria,,406987947.4,407,251490.046875
Naobaicha,LAKHIMPUR,143,Lakhimpur,Nowboicha,,329777873.3,330,148568.84375
Kadam,LAKHIMPUR,144,Lakhimpur,Kadam,,523299066.2,523,97549.1875
North Lakhimpur,LAKHIMPUR,145,Lakhimpur,North Lakhimpur,y,615562945.6,616,237956.328125
Dhakuakhana (Pt-I),LAKHIMPUR,146,Lakhimpur,Dhakuakhana (Pt-I),,462433414.6,462,113969.5390625
Subansiri (Pt-I),LAKHIMPUR,147,Lakhimpur,Subansiri (Pt-I),,279641275.4,280,98219.828125
Dhakuakhana (Pt-II),DHEMAJI,148,Dhemaji,Dhakuakhana (Pt-II),,8932180.563,9,2575.45361328125
Subansiri (Pt-II),DHEMAJI,149,Dhemaji,Subansiri (Pt-II),,155210841.0,155,6967.84912109375
Dhemaji,DHEMAJI,150,Dhemaji,Dhemaji,y,396211702.6,396,135380.90625
Sissibargaon,DHEMAJI,151,Dhemaji,Sissiborgaon,,745985547.0,746,248191.46875
