revenue_ci,district_3,object_id,district_1,revenue_cr,HQ,area,are_new,sum_population
Dhekiajuli (Pt),SONITPUR,137,Sonitpur,Dhekiajuli (Pt),,1231160620.0,1231,524739.8125
Chariduar,SONITPUR,138,Sonitpur,Chariduar,,999613694.8,1000,284974.375
Tezpur,SONITPUR,139,Sonitpur,Tezpur,y,546146490.7,546,384703.6875
Na-Duar,SONITPUR,140,Sonitpur,Naduar,,668195595.7,668,232685.546875
Narayanpur,LAKHIMPUR,141,Lakhimpur,Narayanpur,,380387815.9,380,143987.1875
Bihpuria,LAKHIMPUR,142,Lakhimpur,Bihpuria,,406987947.4,407,259405.078125
Naobaicha,LAKHIMPUR,143,Lakhimpur,Nowboicha,,329777873.3,330,157178.359375
Kadam,LAKHIMPUR,144,Lakhimpur,Kadam,,523299066.2,523,102460.4921875
North Lakhimpur,LAKHIMPUR,145,Lakhimpur,North Lakhimpur,y,615562945.6,616,245792.125
Dhakuakhana (Pt-I),LAKHIMPUR,146,Lakhimpur,Dhakuakhana (Pt-I),,462433414.6,462,116130.9453125
Subansiri (Pt-I),LAKHIMPUR,147,Lakhimpur,Subansiri (Pt-I),,279641275.4,280,101428.109375
Dhakuakhana (Pt-II),DHEMAJI,148,Dhemaji,Dhakuakhana (Pt-II),,8932180.563,9,3020.451171875
Subansiri (Pt-II),DHEMAJI,149,Dhemaji,Subansiri (Pt-II),,155210841.0,155,7185.6396484375
Dhemaji,DHEMAJI,150,Dhemaji,Dhemaji,y,396211702.6,396,139080.9375
Sissibargaon,DHEMAJI,151,Dhemaji,Sissiborgaon,,745985547.0,746,262539.96875
Jonai,DHEMAJI,152,Dhemaji,Jonai,,852661889.7,853,168897.28125
Gogamukh,DHEMAJI,153,Dhemaji,Gogamukh,,323763379.2,324,102139.5
Sadiya,TINSUKIA,154,Tinsukia,Sadiya,,851463185.0,851,102895.359375
Doom Dooma,TINSUKIA,155,Tinsukia,Doom Dooma,,936656924.2,937,462256.75
Tinsukia,TINSUKIA,156,Tinsukia,Tinsukia,y,890346165.2,890,436008.15625
Margherita,TINSUKIA,157,Tinsukia,Margherita,,1132319376.0,1132,365363.375
Dibrugarh West,DIBRUGARH,158,Dibrugarh,Dibrugarh West,,723055766.0,723,188967.703125
Dibrugarh East,DIBRUGARH,159,Dibrugarh,Dibrugarh East,,392607310.5,393,242665.984375
Chabua,DIBRUGARH,160,Dibrugarh,Chabua,,658137348.7,658,173253.1875
Tengakhat,DIBRUGARH,161,Dibrugarh,Tengakhat,,355331353.1,355,252956.734375
Moran,DIBRUGARH,162,Dibrugarh,Moran,,394752534.0,395,180728.453125
Tingkhong,DIBRUGARH,163,Dibrugarh,Tingkhong,,391326093.4,391,193491.71875
Naharkatiya,DIBRUGARH,164,Dibrugarh,Naharkatia,,464307367.8,464,243479.1875
Dimow,SIVSAGAR,165,SIVSAGAR,Demow,,478427786.7,478,191821.3125
Sibsagar,SIVSAGAR,166,SIVSAGAR,Sivsagar,y,388026773.7,388,192146.125
Amguri,SIVSAGAR,167,SIVSAGAR,Amguri,,314868728.7,315,158412.65625
Nazira,SIVSAGAR,168,SIVSAGAR,Nazira,,386224425.1,386,232030.34375
Teok,JORHAT,169,Jorhat,Teok,,449551926.2,450,154642.09375
Titabor,JORHAT,170,Jorhat,Titabor,,419204313.3,419,273396.8125
Mariani,JORHAT,171,Jorhat,Mariani,,436514584.8,437,154880.3125
Bokakhat,GOLAGHAT,172,Golaghat,Bokakhat,,850138736.1,850,206075.671875
Khumtai,GOLAGHAT,173,Golaghat,Khumtai,,473079404.2,473,112239.8515625
Dergaon,GOLAGHAT,174,Golaghat,Dergaon,,322577977.5,323,153692.09375
Golaghat,GOLAGHAT,175,Golaghat,Golaghat,y,658333420.5,658,401839.0625
Morangi,GOLAGHAT,176,Golaghat,Morangi,,318699785.4,319,138003.453125
Sarupathar,GOLAGHAT,177,Golaghat,Sarupathar,,900371843.1,900,259292.234375
Diphu,K.ANGLONG,178,Karbi Anglong,Diphu,y,2467568183.0,2468,291743.34375
Silonijan,K.ANGLONG,179,K.ANGLONG,Silonijan,,1566331644.0,1566,101992.5390625
Umrangso,DIMA HASAO,180,Dima Hasao,Umrangso,,1459647329.0,1460,99455.984375
Haflong,DIMA HASAO,181,Dima Hasao,Haflong,y,1023944193.0,1024,70672.125
Mahur,DIMA HASAO,182,Dima Hasao,Mahur,,568176425.1,568,33880.85546875
Maibong,DIMA HASAO,183,Dima Hasao,Maibong,,1831786745.0,1832,73395.4765625
Katigora,CACHAR,184,Cachar,Katigorah,,744022581.1,744,316580.34375
Silchar,CACHAR,185,Cachar,Silchar,y,837931796.0,838,727540.875
Udarbond,CACHAR,186,Cachar,Udharbond,,447088875.6,447,176440.984375
Sonai,CACHAR,187,Cachar,Sonai,,999733880.6,1000,356274.53125
Lakhipur,CACHAR,188,Cachar,Lakhipur,,754436388.7,754,468379.90625
Karimganj,KARIMGANJ,189,Karimganj,Karimganj,y,178166572.6,178,321453.65625
Badarpur,KARIMGANJ,190,Karimganj,Badarpur,,134391085.3,134,158769.625
Nilambazar,KARIMGANJ,191,Karimganj,Nilambazar,,280417099.0,280,246674.6875
Patharkandi,KARIMGANJ,192,Karimganj,Patherkandi,,672170922.1,672,287438.75
"Ramkrishna
Nagar",KARIMGANJ,193,Karimganj,RK Nagar,,575000985.9,575,327630.5625
Algapur,HAILAKANDI,194,Hailakandi,Algapur,,156280173.0,156,119755.9453125
Hailakandi,HAILAKANDI,195,Hailakandi,Hailakandi,y,160989094.7,161,168637.796875
Lala,HAILAKANDI,196,Hailakandi,Lala,,270081600.3,270,245837.703125
Katlichara,HAILAKANDI,197,Hailakandi,Katlicherra,,741771269.3,742,203410.859375
"Bongaigaon
(Pt)",BONGAIGAON,198,Bongaigaon,"Bongaigaon
(Pt)",y,189396060.5,189,143864.015625
Boitamari,BONGAIGAON,199,Bongaigaon,Boitamari,,297089853.0,297,128980.1796875
Srijangram,BONGAIGAON,200,Bongaigaon,Srijangram,,347583760.8,348,315111.1875
Sidli (Pt-II),BONGAIGAON,201,Bongaigaon,Sidli (Pt-II),,85041947.25,85,57203.59765625
Manikpur,BONGAIGAON,202,Bongaigaon,Manikpur,,169010249.7,169,136230.421875
Kokrajhar (Pt),CHIRANG,203,Chirang,Kokrajhar (Pt),,12538462.77,13,10558.8701171875
Barnagar (Pt),CHIRANG,204,Chirang,Barnagar (Pt),,34321102.47,34,19721.22265625
Bengtal,CHIRANG,205,Chirang,Bengtal,,715955682.4,716,118663.9921875
Sidli (Pt),CHIRANG,206,Chirang,Sidli (Pt),,228893704.6,229,113887.4921875
Bijni (Pt),CHIRANG,207,Chirang,Bijni (Pt),,934195919.7,934,333923.65625
"Rangia
(Pt)",KAMRUP,208,Kamrup,"Rangia
(Pt)",,186407362.6,186,189693.09375
Koya,KAMRUP,209,Kamrup,Kayan,,53612722.14,54,53235.50390625
Kamalpur,KAMRUP,210,Kamrup,Kamalpur,,250170012.1,250,202565.90625
Hajo,KAMRUP,211,Kamrup,Hajo,,412841145.7,413,72546.09375
Chhaygaon,KAMRUP,212,Kamrup,Chhaygaon,,470741379.3,471,135585.921875
Goroimari,KAMRUP,213,Kamrup,Goroimari,,176568213.2,177,185186.5625
Chamaria,KAMRUP,214,Kamrup,Chamaria,,140144616.8,140,121436.875
Nagarbera,KAMRUP,215,Kamrup,Nagarbera,,114577593.0,115,103732.34375
Boko,KAMRUP,216,Kamrup,Boko,,514044709.4,514,96764.796875
"North
Guwahati",KAMRUP,217,Kamrup,"North
Guwahati",,90721866.31,91,42532.69140625
Jalah (Pt),KAMRUP,218,Kamrup,Jalah (Pt),,55787602.64,56,47681.28125
Guwahati,KAMRUP METRO,219,KAMRUP METRO,Guwahati,y,101319635.1,101,570991.8125
Sonapur,KAMRUP METRO,220,KAMRUP METRO,Sonapur,,493242088.4,493,185234.96875
Chandrapur,KAMRUP METRO,221,KAMRUP METRO,Chandrapur,,124600101.5,125,58092.1640625
"Tihu
(Pt)",NALBARI,222,Nalbari,"Tihu
(Pt)",,94935581.15,95,66139.78125
"Pachim
Nalbari",NALBARI,223,Nalbari,Pachim Nalbari,,148606921.2,149,108426.5703125
Barkhetri,NALBARI,224,Nalbari,Barkhetri,,370577388.2,371,245982.90625
Barbhag,NALBARI,225,Nalbari,Barbhag,,82281261.7,82,134357.578125
Nalbari,NALBARI,226,Nalbari,Nalbari,y,128136913.3,128,184152.4375
Banekuchi,NALBARI,227,Nalbari,Banekuchi,,61110319.4,61,44740.6875
Ghograpar (Pt),NALBARI,228,Nalbari,Ghograpar (Pt),,131160984.6,131,153798.984375
Baganpara (Pt),BAKSA,260,Baksa,Baganpara (Pt),,211742690.1,212,74640.9921875
Baganpara (Pt),NALBARI,230,Nalbari,Baganpara (Pt),,18943498.07,19,11533.08984375
Barnagar (Pt),BAKSA,231,Baksa,Barnagar (Pt),,460073385.7,460,158661.75
Ghograpar (Pt),BAKSA,232,Baksa,Ghograpar (Pt),,35444716.72,35,37709.20703125
Jalah (Pt),BAKSA,233,Baksa,Jalah (Pt),,291646466.4,292,102508.3203125
Barama,BAKSA,234,Baksa,Barama,,95546762.3,96,80440.484375
Rangia (Pt),TAMULPUR,235,Baksa,Rangia (Pt),,23451991.6,23,6778.419921875
Pathorighat (Pt),TAMULPUR,236,Baksa,Pathorighat (Pt),,3754506.217,4,6844.58154296875
Khoirabari (Pt),DARRANG,237,Darrang,Khoirabari (Pt),,52738276.5,53,16576.109375
Pathorighat (Pt),DARRANG,238,Darrang,Patharighat (Pt),,176482635.2,176,89326.4296875
Sipajhar,DARRANG,239,Darrang,Sipajhar,,293007191.6,293,139044.03125
Dhekiajuli (Pt),UDALGURI,240,Udalguri,Dhekiajuli (Pt),,41104085.9,41,16187.306640625
Khoirabari (Pt),UDALGURI,241,Udalguri,Khoirabari (Pt),,162764836.4,163,71191.8359375
Pathorighat (Pt),UDALGURI,242,Udalguri,Pathorighat (Pt),,2314177.101,2,138.43218994140625
Mangaldoi (Pt),UDALGURI,243,Udalguri,Mangaldoi (Pt),,6293734.554,6,2755.86328125
Dalgaon (Pt),UDALGURI,244,Udalguri,Dalgaon (Pt),,62698740.91,63,66152.53125
Harisinga,UDALGURI,245,Udalguri,Harisinga,,625700293.5,626,252694.453125
Udalguri,UDALGURI,246,Udalguri,Udalguri,y,569395304.7,569,253277.984375
Mazbat,UDALGURI,247,Udalguri,Mazbat,,325141745.3,325,129580.0546875
Mahmora,CHARAIDEO,248,Charaideo,Mahmora,,294481483.3,294,163442.875
Biswanath,BISWANATH,249,Biswanath,Biswanath,y,1042300607.0,1042,390111.46875
Helem,BISWANATH,250,Biswanath,Halem,,427087304.2,427,144887.109375
Gohpur,BISWANATH,251,Biswanath,Gohpur,,313635939.7,314,119211.6484375
Hojai,HOJAI,252,Hojai,Hojai,y,264542999.3,265,310935.09375
Doboka,HOJAI,253,Hojai,Doboka,,317748519.3,318,202174.265625
Lanka,HOJAI,254,Hojai,Lanka,,873440623.1,873,557489.375
Donka,WEST KARBI ANGLONG,255,West Karbi Anglong,Donkamokam,,3072801622.0,3073,351572.1875
South Salmara,SOUTH SALMARA MANCACHAR,256,South Salmara Mancachar,South Salmara,,435496775.1,435,164192.28125
Mankachar,SOUTH SALMARA MANCACHAR,257,South Salmara Mancachar,Mankachar,,248678182.6,249,347902.65625
Bajali (Pt),TAMULPUR,258,Baksa,Bajali (Pt),,17844174.95,18,14743.435546875
Goreswar (Pt),TAMULPUR,259,Baksa,Goreswar (Pt),,283216711.9,283,171449.609375
Tamulpur,TAMULPUR,261,Baksa,Tamulpur,,549366262.9,549,297618.5
Baksa,BAKSA,262,Baksa,Baska,,295501945.5,296,167272.359375
Sarupeta (Pt),BAKSA,263,Baksa,Sarupeta (Pt),,134708247.8,135,76914.2734375
Barnagar (Pt),BARPETA,264,Barpeta,Barnagar (Pt),,207191146.6,207,149418.78125
Sarupeta (Pt),BAJALI,265,Barpeta,Sarupeta (Pt),,261584874.2,262,175330.296875
Chenga,BARPETA,266,Barpeta,Chenga,,317522242.4,318,253470.953125
North Guwahati (Pt),KAMRUP METRO,267,KAMRUP METRO,North Guwahati (Pt),,114789346.1,115,509230.40625
Kalaigaon (Pt),UDALGURI,268,Udalguri,Kalaigaon (Pt),,191989620.2,192,78686.421875
Mangaldoi (Pt),DARRANG,269,Darrang,Mangaldoi (Pt),y,439678093.9,440,230957.46875
Dalgaon (Pt),DARRANG,270,Darrang,Dalgaon (Pt),,649172827.9,649,633329.6875
Mayong,MORIGAON,271,Morigaon,Mayong,,486035918.5,486,272030.6875
Palasbari,KAMRUP,272,Kamrup,Palasbari,,392624055.8,393,218045.0
Azara,KAMRUP,273,Kamrup,Azara,,423124288.2,423,123386.8984375
Gossaigaon (Pt),DHUBRI,274,Dhubri,Gossaigaon (Pt),,76783222.03,77,26478.080078125
Jorhat West,JORHAT,276,Jorhat,Jorhat West,,363550691.9,364,262185.5
Jorhat East,JORHAT,277,Jorhat,Jorhat East,,195465666.5,195,149096.390625
Sapekhati,CHARAIDEO,278,Charaideo,Sapekhati,,394328380.8,394,126362.2734375
Sonari,CHARAIDEO,279,Charaideo,Sonari,y,384542831.4,385,204340.734375
Ujani Majuli,MAJULI,280,Majuli,Ujani Majuli,,322168126.6,322,62847.078125
Majuli,MAJULI,281,Majuli,Majuli,,648466675.6,648,109309.5078125
Phuloni,K.ANGLONG,275,K.ANGLONG,Phuloni,,3303172433.0,3303,292673.5625
