revenue_ci,district_3,object_id,district_1,revenue_cr,HQ,area,are_new,sum_population
Gossaigaon (Pt),KOKRAJHAR,101,Kokrajhar,Gossaigaon (Pt),,1068571780.0,1069,337865.40625
Bhowraguri,KOKRAJHAR,102,Kokrajhar,Bhawraguri,,158892607.3,159,56690.9609375
Dotoma,KOKRAJHAR,103,Kokrajhar,Dotoma,,303966231.6,304,202480.5
Kokrajhar (Pt),KOKRAJHAR,104,Kokrajhar,Kokrajhar (Pt),y,990246710.7,990,338353.875
Bagribari (Pt),KOKRAJHAR,105,Kokrajhar,Bagribari (Pt),,281011470.5,281,114844.2734375
Golokganj (Pt),KOKRAJHAR,106,Kokrajhar,Golokganj (Pt),,102804109.1,103,48989.01171875
Dhubri (Pt),KOKRAJHAR,107,Kokrajhar,Dhubri (Pt),,124091385.6,124,79329.125
Chapar (Pt),KOKRAJHAR,108,Kokrajhar,Chapar (Pt),,101233159.3,101,109486.7734375
Bagribari (Pt),DHUBRI,109,Dhubri,Bagribari (Pt),,212860104.4,213,187993.890625
Agamoni,DHUBRI,110,Dhubri,Agamoni,,220975059.2,221,176186.65625
Golokganj (Pt),DHUBRI,111,Dhubri,Golakganj (Pt),,199162500.1,199,162375.203125
Dhubri (Pt),DHUBRI,112,Dhubri,Dhubri (Pt),y,357274694.3,357,389334.15625
Bilasipara (Pt),DHUBRI,113,Dhubri,Bilasipara (Pt),,294886928.3,295,307472.28125
Chapar (Pt),DHUBRI,114,Dhubri,Chapar (Pt),,195049812.7,195,65260.09375
Lakhipur,GOALPARA,115,Goalpara,Lakhipur,,486513089.8,487,218458.40625
Balijana,GOALPARA,116,Goalpara,Balijana,,541158544.1,541,308801.15625
Matia,GOALPARA,117,Goalpara,Matia,,477602971.1,478,299985.34375
Dudhnai,GOALPARA,118,Goalpara,Dudhnoi,,196278296.1,196,80962.71875
Rangjuli,GOALPARA,119,Goalpara,Rangjuli,,277190398.1,277,138450.140625
Kalgachia,BARPETA,120,Barpeta,Kalgachia,,232225684.6,232,211304.125
Baghbor,BARPETA,121,Barpeta,Baghbor,,512830660.7,513,314144.53125
Barpeta,BARPETA,122,Barpeta,Barpeta,y,315725333.4,316,396296.4375
Sarthebari,BARPETA,123,Barpeta,Sarthebari,,261719921.4,262,205787.515625
Bajali (Pt),BAJALI,124,Barpeta,Bajali (Pt),,167129509.3,167,120611.359375
Jalah (Pt),BAJALI,125,Barpeta,Jalah (Pt),,41272560.57,41,22778.494140625
Bhuragaon,MORIGAON,126,Morigaon,Bhuragaon,,218905955.5,219,122350.765625
Laharighat,MORIGAON,127,Morigaon,Laharighat,,232534594.4,233,264455.09375
Marigaon,MORIGAON,128,Morigaon,Morigaon,y,389659479.6,390,237856.5
Mikirbheta,MORIGAON,129,Morigaon,Mikirbheta,,183812069.7,184,195287.859375
Kaliabor,NAGAON,130,Nagaon,Kaliabor,,580444524.8,580,285507.96875
Samaguri,NAGAON,131,Nagaon,Samaguri,,342479635.6,342,371302.625
Rupahi,NAGAON,132,Nagaon,Rupahi,,305559066.5,306,277762.0625
Dhing,NAGAON,133,Nagaon,Dhing,,247888462.7,248,422290.65625
Nagaon,NAGAON,134,Nagaon,Nagaon,y,372041429.1,372,453317.09375
Raha,NAGAON,135,Nagaon,Raha,,340889151.3,341,179238.15625
Kampur,NAGAON,136,Nagaon,Kampur,,375122906.9,375,265819.3125
