revenue_ci,district_3,object_id,district_1,revenue_cr,HQ,area,are_new,sum_population
Gossaigaon (Pt),KOKRAJHAR,101,Kokrajhar,Gossaigaon (Pt),,1068571780.0,1069,337621.625
Bhowraguri,KOKRAJHAR,102,Kokrajhar,Bhawraguri,,158892607.3,159,57395.32421875
Dotoma,KOKRAJHAR,103,Kokrajhar,Dotoma,,303966231.6,304,204513.140625
Kokrajhar (Pt),KOKRAJHAR,104,Kokrajhar,Kokrajhar (Pt),y,990246710.7,990,331973.96875
Bagribari (Pt),KOKRAJHAR,105,Kokrajhar,Bagribari (Pt),,281011470.5,281,110615.921875
Golokganj (Pt),KOKRAJHAR,106,Kokrajhar,Golokganj (Pt),,102804109.1,103,46957.703125
Dhubri (Pt),KOKRAJHAR,107,Kokrajhar,Dhubri (Pt),,124091385.6,124,74737.6015625
Chapar (Pt),KOKRAJHAR,108,Kokrajhar,Chapar (Pt),,101233159.3,101,105680.015625
Bagribari (Pt),DHUBRI,109,Dhubri,Bagribari (Pt),,212860104.4,213,180353.9375
Agamoni,DHUBRI,110,Dhubri,Agamoni,,220975059.2,221,170284.78125
Golokganj (Pt),DHUBRI,111,Dhubri,Golakganj (Pt),,199162500.1,199,154579.96875
Dhubri (Pt),DHUBRI,112,Dhubri,Dhubri (Pt),y,357274694.3,357,373281.65625
Bilasipara (Pt),DHUBRI,113,Dhubri,Bilasipara (Pt),,294886928.3,295,293883.59375
Chapar (Pt),DHUBRI,114,Dhubri,Chapar (Pt),,195049812.7,195,62903.7578125
Lakhipur,GOALPARA,115,Goalpara,Lakhipur,,486513089.8,487,210719.5625
Balijana,GOALPARA,116,Goalpara,Balijana,,541158544.1,541,293445.3125
Matia,GOALPARA,117,Goalpara,Matia,,477602971.1,478,289617.5625
Dudhnai,GOALPARA,118,Goalpara,Dudhnoi,,196278296.1,196,78113.296875
Rangjuli,GOALPARA,119,Goalpara,Rangjuli,,277190398.1,277,133401.9375
Kalgachia,BARPETA,120,Barpeta,Kalgachia,,232225684.6,232,203549.734375
Baghbor,BARPETA,121,Barpeta,Baghbor,,512830660.7,513,300085.96875
Barpeta,BARPETA,122,Barpeta,Barpeta,y,315725333.4,316,382265.21875
Sarthebari,BARPETA,123,Barpeta,Sarthebari,,261719921.4,262,197337.0
Bajali (Pt),BAJALI,124,Barpeta,Bajali (Pt),,167129509.3,167,115642.09375
Jalah (Pt),BAJALI,125,Barpeta,Jalah (Pt),,41272560.57,41,21576.576171875
Bhuragaon,MORIGAON,126,Morigaon,Bhuragaon,,218905955.5,219,116275.484375
Laharighat,MORIGAON,127,Morigaon,Laharighat,,232534594.4,233,253679.375
Marigaon,MORIGAON,128,Morigaon,Morigaon,y,389659479.6,390,227490.09375
Mikirbheta,MORIGAON,129,Morigaon,Mikirbheta,,183812069.7,184,188663.28125
Kaliabor,NAGAON,130,Nagaon,Kaliabor,,580444524.8,580,274273.0
Samaguri,NAGAON,131,Nagaon,Samaguri,,342479635.6,342,356995.84375
Rupahi,NAGAON,132,Nagaon,Rupahi,,305559066.5,306,269413.0625
Dhing,NAGAON,133,Nagaon,Dhing,,247888462.7,248,405987.90625
Nagaon,NAGAON,134,Nagaon,Nagaon,y,372041429.1,372,436288.0
Raha,NAGAON,135,Nagaon,Raha,,340889151.3,341,171735.984375
Kampur,NAGAON,136,Nagaon,Kampur,,375122906.9,375,255035.578125
Dhekiajuli (Pt),SONITPUR,137,Sonitpur,Dhekiajuli (Pt),,1231160620.0,1231,513216.3125
Chariduar,SONITPUR,138,Sonitpur,Chariduar,,999613694.8,1000,275785.96875
Tezpur,SONITPUR,139,Sonitpur,Tezpur,y,546146490.7,546,374787.09375
Na-Duar,SONITPUR,140,Sonitpur,Naduar,,668195595.7,668,227188.828125
Narayanpur,LAKHIMPUR,141,Lakhimpur,Narayanpur,,380387815.9,380,139391.578125
Bihpuria,LAKHIMPUR,142,Lakhimpur,Bihpuria,,406987947.4,407,252486.265625
Naobaicha,LAKHIMPUR,143,Lakhimpur,Nowboicha,,329777873.3,330,153723.953125
Kadam,LAKHIMPUR,144,Lakhimpur,Kadam,,523299066.2,523,99038.9375
North Lakhimpur,LAKHIMPUR,145,Lakhimpur,North Lakhimpur,y,615562945.6,616,236867.84375
Dhakuakhana (Pt-I),LAKHIMPUR,146,Lakhimpur,Dhakuakhana (Pt-I),,462433414.6,462,114012.6875
Subansiri (Pt-I),LAKHIMPUR,147,Lakhimpur,Subansiri (Pt-I),,279641275.4,280,97504.5234375
Dhakuakhana (Pt-II),DHEMAJI,148,Dhemaji,Dhakuakhana (Pt-II),,8932180.563,9,2894.84228515625
Subansiri (Pt-II),DHEMAJI,149,Dhemaji,Subansiri (Pt-II),,155210841.0,155,6962.3486328125
Dhemaji,DHEMAJI,150,Dhemaji,Dhemaji,y,396211702.6,396,134845.40625
Sissibargaon,DHEMAJI,151,Dhemaji,Sissiborgaon,,745985547.0,746,253800.9375
Jonai,DHEMAJI,152,Dhemaji,Jonai,,852661889.7,853,165776.6875
Gogamukh,DHEMAJI,153,Dhemaji,Gogamukh,,323763379.2,324,98813.390625
Sadiya,TINSUKIA,154,Tinsukia,Sadiya,,851463185.0,851,100525.2265625
Doom Dooma,TINSUKIA,155,Tinsukia,Doom Dooma,,936656924.2,937,451855.6875
Tinsukia,TINSUKIA,156,Tinsukia,Tinsukia,y,890346165.2,890,421652.375
Margherita,TINSUKIA,157,Tinsukia,Margherita,,1132319376.0,1132,356574.09375
Dibrugarh West,DIBRUGARH,158,Dibrugarh,Dibrugarh West,,723055766.0,723,185089.296875
Dibrugarh East,DIBRUGARH,159,Dibrugarh,Dibrugarh East,,392607310.5,393,239202.9375
Chabua,DIBRUGARH,160,Dibrugarh,Chabua,,658137348.7,658,168290.046875
Tengakhat,DIBRUGARH,161,Dibrugarh,Tengakhat,,355331353.1,355,251793.609375
Moran,DIBRUGARH,162,Dibrugarh,Moran,,394752534.0,395,178791.984375
Tingkhong,DIBRUGARH,163,Dibrugarh,Tingkhong,,391326093.4,391,190859.34375
Naharkatiya,DIBRUGARH,164,Dibrugarh,Naharkatia,,464307367.8,464,239652.140625
Dimow,SIVSAGAR,165,SIVSAGAR,Demow,,478427786.7,478,189438.828125
Sibsagar,SIVSAGAR,166,SIVSAGAR,Sivsagar,y,388026773.7,388,192086.78125
Amguri,SIVSAGAR,167,SIVSAGAR,Amguri,,314868728.7,315,156506.28125
Nazira,SIVSAGAR,168,SIVSAGAR,Nazira,,386224425.1,386,231928.9375
Teok,JORHAT,169,Jorhat,Teok,,449551926.2,450,153346.90625
Titabor,JORHAT,170,Jorhat,Titabor,,419204313.3,419,272866.5
Mariani,JORHAT,171,Jorhat,Mariani,,436514584.8,437,152353.390625
Bokakhat,GOLAGHAT,172,Golaghat,Bokakhat,,850138736.1,850,199556.390625
Khumtai,GOLAGHAT,173,Golaghat,Khumtai,,473079404.2,473,106675.8125
Dergaon,GOLAGHAT,174,Golaghat,Dergaon,,322577977.5,323,152502.0625
Golaghat,GOLAGHAT,175,Golaghat,Golaghat,y,658333420.5,658,395531.90625
Morangi,GOLAGHAT,176,Golaghat,Morangi,,318699785.4,319,136513.0625
Sarupathar,GOLAGHAT,177,Golaghat,Sarupathar,,900371843.1,900,255498.921875
Diphu,K.ANGLONG,178,Karbi Anglong,Diphu,y,2467568183.0,2468,279403.8125
Silonijan,K.ANGLONG,179,K.ANGLONG,Silonijan,,1566331644.0,1566,99026.5859375
Umrangso,DIMA HASAO,180,Dima Hasao,Umrangso,,1459647329.0,1460,94550.734375
Haflong,DIMA HASAO,181,Dima Hasao,Haflong,y,1023944193.0,1024,69132.4140625
Mahur,DIMA HASAO,182,Dima Hasao,Mahur,,568176425.1,568,33366.0625
Maibong,DIMA HASAO,183,Dima Hasao,Maibong,,1831786745.0,1832,72047.4140625
Katigora,CACHAR,184,Cachar,Katigorah,,744022581.1,744,305831.59375
Silchar,CACHAR,185,Cachar,Silchar,y,837931796.0,838,703053.8125
Udarbond,CACHAR,186,Cachar,Udharbond,,447088875.6,447,169878.609375
Sonai,CACHAR,187,Cachar,Sonai,,999733880.6,1000,344952.15625
Lakhipur,CACHAR,188,Cachar,Lakhipur,,754436388.7,754,451286.09375
Karimganj,KARIMGANJ,189,Karimganj,Karimganj,y,178166572.6,178,309240.625
Badarpur,KARIMGANJ,190,Karimganj,Badarpur,,134391085.3,134,152133.765625
Nilambazar,KARIMGANJ,191,Karimganj,Nilambazar,,280417099.0,280,236278.6875
Patharkandi,KARIMGANJ,192,Karimganj,Patherkandi,,672170922.1,672,279336.25
"Ramkrishna
Nagar",KARIMGANJ,193,Karimganj,RK Nagar,,575000985.9,575,310314.125
Algapur,HAILAKANDI,194,Hailakandi,Algapur,,156280173.0,156,115637.890625
Hailakandi,HAILAKANDI,195,Hailakandi,Hailakandi,y,160989094.7,161,163979.703125
Lala,HAILAKANDI,196,Hailakandi,Lala,,270081600.3,270,234362.125
Katlichara,HAILAKANDI,197,Hailakandi,Katlicherra,,741771269.3,742,197125.84375
"Bongaigaon
(Pt)",BONGAIGAON,198,Bongaigaon,"Bongaigaon
(Pt)",y,189396060.5,189,140495.796875
Boitamari,BONGAIGAON,199,Bongaigaon,Boitamari,,297089853.0,297,124049.328125
Srijangram,BONGAIGAON,200,Bongaigaon,Srijangram,,347583760.8,348,303614.84375
Sidli (Pt-II),BONGAIGAON,201,Bongaigaon,Sidli (Pt-II),,85041947.25,85,54990.6640625
Manikpur,BONGAIGAON,202,Bongaigaon,Manikpur,,169010249.7,169,131696.8125
Kokrajhar (Pt),CHIRANG,203,Chirang,Kokrajhar (Pt),,12538462.77,13,10842.232421875
Barnagar (Pt),CHIRANG,204,Chirang,Barnagar (Pt),,34321102.47,34,19207.5234375
Bengtal,CHIRANG,205,Chirang,Bengtal,,715955682.4,716,114145.859375
Sidli (Pt),CHIRANG,206,Chirang,Sidli (Pt),,228893704.6,229,115094.1484375
Bijni (Pt),CHIRANG,207,Chirang,Bijni (Pt),,934195919.7,934,326004.1875
"Rangia
(Pt)",KAMRUP,208,Kamrup,"Rangia
(Pt)",,186407362.6,186,183789.0
Koya,KAMRUP,209,Kamrup,Kayan,,53612722.14,54,51612.0234375
Kamalpur,KAMRUP,210,Kamrup,Kamalpur,,250170012.1,250,197824.25
Hajo,KAMRUP,211,Kamrup,Hajo,,412841145.7,413,70592.296875
Chhaygaon,KAMRUP,212,Kamrup,Chhaygaon,,470741379.3,471,132969.609375
Goroimari,KAMRUP,213,Kamrup,Goroimari,,176568213.2,177,181539.8125
Chamaria,KAMRUP,214,Kamrup,Chamaria,,140144616.8,140,117294.828125
Nagarbera,KAMRUP,215,Kamrup,Nagarbera,,114577593.0,115,100436.953125
Boko,KAMRUP,216,Kamrup,Boko,,514044709.4,514,94723.109375
"North
Guwahati",KAMRUP,217,Kamrup,"North
Guwahati",,90721866.31,91,42040.1875
Jalah (Pt),KAMRUP,218,Kamrup,Jalah (Pt),,55787602.64,56,46645.94140625
Guwahati,KAMRUP METRO,219,KAMRUP METRO,Guwahati,y,101319635.1,101,564869.75
Sonapur,KAMRUP METRO,220,KAMRUP METRO,Sonapur,,493242088.4,493,177501.484375
Chandrapur,KAMRUP METRO,221,KAMRUP METRO,Chandrapur,,124600101.5,125,55982.2265625
"Tihu
(Pt)",NALBARI,222,Nalbari,"Tihu
(Pt)",,94935581.15,95,65084.20703125
"Pachim
Nalbari",NALBARI,223,Nalbari,Pachim Nalbari,,148606921.2,149,106820.0703125
Barkhetri,NALBARI,224,Nalbari,Barkhetri,,370577388.2,371,241194.1875
Barbhag,NALBARI,225,Nalbari,Barbhag,,82281261.7,82,131141.65625
Nalbari,NALBARI,226,Nalbari,Nalbari,y,128136913.3,128,183116.84375
Banekuchi,NALBARI,227,Nalbari,Banekuchi,,61110319.4,61,43700.6640625
Ghograpar (Pt),NALBARI,228,Nalbari,Ghograpar (Pt),,131160984.6,131,149803.03125
Baganpara (Pt),BAKSA,260,Baksa,Baganpara (Pt),,211742690.1,212,73748.6640625
Baganpara (Pt),NALBARI,230,Nalbari,Baganpara (Pt),,18943498.07,19,11561.4423828125
Barnagar (Pt),BAKSA,231,Baksa,Barnagar (Pt),,460073385.7,460,153627.28125
Ghograpar (Pt),BAKSA,232,Baksa,Ghograpar (Pt),,35444716.72,35,36644.1484375
Jalah (Pt),BAKSA,233,Baksa,Jalah (Pt),,291646466.4,292,101061.859375
Barama,BAKSA,234,Baksa,Barama,,95546762.3,96,80764.875
Rangia (Pt),TAMULPUR,235,Baksa,Rangia (Pt),,23451991.6,23,7017.9775390625
Pathorighat (Pt),TAMULPUR,236,Baksa,Pathorighat (Pt),,3754506.217,4,6612.33544921875
