revenue_ci,district_3,object_id,district_1,revenue_cr,HQ,area,are_new,sum_population
Gossaigaon (Pt),KOKRAJHAR,101,Kokrajhar,Gossaigaon (Pt),,1068571780.0,1069,337577.71875
Bhowraguri,KOKRAJHAR,102,Kokrajhar,Bhawraguri,,158892607.3,159,56999.0546875
Dotoma,KOKRAJHAR,103,Kokrajhar,Dotoma,,303966231.6,304,203066.25
Kokrajhar (Pt),KOKRAJHAR,104,Kokrajhar,Kokrajhar (Pt),y,990246710.7,990,337607.125
Bagribari (Pt),KOKRAJHAR,105,Kokrajhar,Bagribari (Pt),,281011470.5,281,115056.6953125
Golokganj (Pt),KOKRAJHAR,106,Kokrajhar,Golokganj (Pt),,102804109.1,103,47620.3828125
Dhubri (Pt),KOKRAJHAR,107,Kokrajhar,Dhubri (Pt),,124091385.6,124,77930.953125
Chapar (Pt),KOKRAJHAR,108,Kokrajhar,Chapar (Pt),,101233159.3,101,107350.0
Bagribari (Pt),DHUBRI,109,Dhubri,Bagribari (Pt),,212860104.4,213,182044.453125
Agamoni,DHUBRI,110,Dhubri,Agamoni,,220975059.2,221,173759.484375
Golokganj (Pt),DHUBRI,111,Dhubri,Golakganj (Pt),,199162500.1,199,160939.703125
Dhubri (Pt),DHUBRI,112,Dhubri,Dhubri (Pt),y,357274694.3,357,383244.5625
Bilasipara (Pt),DHUBRI,113,Dhubri,Bilasipara (Pt),,294886928.3,295,304757.03125
Chapar (Pt),DHUBRI,114,Dhubri,Chapar (Pt),,195049812.7,195,63455.609375
Lakhipur,GOALPARA,115,Goalpara,Lakhipur,,486513089.8,487,216377.765625
Balijana,GOALPARA,116,Goalpara,Balijana,,541158544.1,541,303287.75
Matia,GOALPARA,117,Goalpara,Matia,,477602971.1,478,297297.46875
Dudhnai,GOALPARA,118,Goalpara,Dudhnoi,,196278296.1,196,80004.7890625
Rangjuli,GOALPARA,119,Goalpara,Rangjuli,,277190398.1,277,137168.25
Kalgachia,BARPETA,120,Barpeta,Kalgachia,,232225684.6,232,209398.34375
Baghbor,BARPETA,121,Barpeta,Baghbor,,512830660.7,513,308408.875
Barpeta,BARPETA,122,Barpeta,Barpeta,y,315725333.4,316,392274.5625
Sarthebari,BARPETA,123,Barpeta,Sarthebari,,261719921.4,262,203172.171875
Bajali (Pt),BAJALI,124,Barpeta,Bajali (Pt),,167129509.3,167,118382.125
Jalah (Pt),BAJALI,125,Barpeta,Jalah (Pt),,41272560.57,41,22981.68359375
Bhuragaon,MORIGAON,126,Morigaon,Bhuragaon,,218905955.5,219,119382.7421875
Laharighat,MORIGAON,127,Morigaon,Laharighat,,232534594.4,233,259897.25
Marigaon,MORIGAON,128,Morigaon,Morigaon,y,389659479.6,390,234940.28125
Mikirbheta,MORIGAON,129,Morigaon,Mikirbheta,,183812069.7,184,193979.890625
Kaliabor,NAGAON,130,Nagaon,Kaliabor,,580444524.8,580,281307.3125
Samaguri,NAGAON,131,Nagaon,Samaguri,,342479635.6,342,367769.25
Rupahi,NAGAON,132,Nagaon,Rupahi,,305559066.5,306,274453.65625
Dhing,NAGAON,133,Nagaon,Dhing,,247888462.7,248,417868.5625
Nagaon,NAGAON,134,Nagaon,Nagaon,y,372041429.1,372,446749.0
Raha,NAGAON,135,Nagaon,Raha,,340889151.3,341,177086.203125
Kampur,NAGAON,136,Nagaon,Kampur,,375122906.9,375,263027.96875
Dhekiajuli (Pt),SONITPUR,137,Sonitpur,Dhekiajuli (Pt),,1231160620.0,1231,521247.53125
Chariduar,SONITPUR,138,Sonitpur,Chariduar,,999613694.8,1000,281470.84375
Tezpur,SONITPUR,139,Sonitpur,Tezpur,y,546146490.7,546,381984.40625
Na-Duar,SONITPUR,140,Sonitpur,Naduar,,668195595.7,668,230291.25
Narayanpur,LAKHIMPUR,141,Lakhimpur,Narayanpur,,380387815.9,380,143276.0
Bihpuria,LAKHIMPUR,142,Lakhimpur,Bihpuria,,406987947.4,407,256370.1875
Naobaicha,LAKHIMPUR,143,Lakhimpur,Nowboicha,,329777873.3,330,157585.21875
Kadam,LAKHIMPUR,144,Lakhimpur,Kadam,,523299066.2,523,101549.359375
